time,tokens,prefix_tokens,rate,elapsed_s,queue,pending
2026-09-11 21:52:31,2048.0,565248.0,1091.61,291.22456455230713,7.0,7411528.0
2026-09-11 21:52:33,2048.0,567296.0,1206.96,293.22456455230713,7.0,7409480.0
2026-09-11 21:52:35,2048.0,569344.0,1207.79,295.22456455230713,7.0,7407432.0
2026-09-11 21:52:37,2048.0,571392.0,923.87,297.22456455230713,7.0,7405384.0
2026-09-11 21:52:39,2048.0,573440.0,916.92,299.22456455230713,7.0,7403336.0
2026-09-11 21:52:41,2048.0,575488.0,1387.98,301.22456455230713,7.0,7401288.0
2026-09-11 21:52:43,2048.0,577536.0,999.37,303.22456455230713,7.0,7399240.0
2026-09-11 21:52:44,2048.0,579584.0,1204.45,304.22456455230713,7.0,7397192.0
2026-09-11 21:52:47,2048.0,581632.0,921.83,307.22456455230713,7.0,7395144.0
2026-09-11 21:52:48,2048.0,583680.0,1410.45,308.22456455230713,7.0,7393096.0
2026-09-11 21:52:50,2048.0,585728.0,919.1,310.22456455230713,7.0,7391048.0
2026-09-11 21:52:52,2048.0,587776.0,1496.45,312.22456455230713,7.0,7389000.0
2026-09-11 21:52:54,2048.0,589824.0,918.95,314.22456455230713,7.0,7386952.0
2026-09-11 21:52:55,2048.0,591872.0,1490.93,315.22456455230713,7.0,7384904.0
2026-09-11 21:52:58,2048.0,593920.0,924.28,318.22456455230713,7.0,7382856.0
2026-09-11 21:52:59,2048.0,595968.0,1450.66,319.22456455230713,7.0,7380808.0
2026-09-11 21:53:01,2048.0,598016.0,1084.76,321.22456455230713,7.0,7378760.0
2026-09-11 21:53:03,2048.0,600064.0,1019.22,323.22456455230713,7.0,7376712.0
2026-09-11 21:53:04,2048.0,602112.0,1289.37,324.22456455230713,7.0,7374664.0
2026-09-11 21:53:06,2048.0,604160.0,1077.78,326.22456455230713,7.0,7372616.0
2026-09-11 21:53:08,2048.0,606208.0,1442.87,328.22456455230713,7.0,7370568.0
2026-09-11 21:53:10,2048.0,608256.0,1097.28,330.22456455230713,7.0,7368520.0
2026-09-11 21:53:11,2048.0,610304.0,1281.1,331.22456455230713,7.0,7366472.0
2026-09-11 21:53:13,2048.0,612352.0,1046.65,333.22456455230713,7.0,7364424.0
